	ID	POEM_NUMBER	POEM	STANZA	LINE_ORDER	LINE_IN_SOURCE	LINE	ALIGNMENT	RHYME	RHYME_WORD	RHYMEIDS	VOWEL
4118	4323	205	北山	205.5	4	或王事鞅b掌	或 + 王 + 事 + 鞅 + 掌	或 + 王 + 事 + 鞅 + 掌	205.5.b	掌	0 0 0 0 1036	a
4128	4333	206	無將大車	206.2	2	維塵a冥a冥	維 + 塵 + 冥 + 冥	維 + 塵 + 冥 + 冥	206.2.a	冥	0 0 1040 1040	e
4143	4349	207	小明	207.1	9	念彼共人	念 + 彼 + 共 + 人	念 + 彼 + 共 + 人		人	0 0 0 0	i
4147	4353	207	小明	207.2	1	昔我往矣	昔 + 我 + 往 + 矣	昔 + 我 + 往 + 矣		往	0 0 0 0	a
4155	4361	207	小明	207.2	9	念彼共人	念 + 彼 + 共 + 人	念 + 彼 + 共 + 人		人	0 0 0 0	i
4159	4365	207	小明	207.3	1	昔我往矣	昔 + 我 + 往 + 矣	昔 + 我 + 往 + 矣		往	0 0 0 0	a
4167	4373	207	小明	207.3	9	念彼共人	念 + 彼 + 共 + 人	念 + 彼 + 共 + 人		人	0 0 0 0	i
4175	4381	207	小明	207.4	5	神之聽之	神 + 之 + 聽 + 之	神 + 之 + 聽 + 之		聽	0 0 0 0	e
4181	4387	207	小明	207.5	5	神之聽之	神 + 之 + 聽 + 之	神 + 之 + 聽 + 之		聽	0 0 0 0	e
4183	4389	208	鼓鍾	208.1	1	鼓鍾將a將	鼓 + 鍾 + 將 + 將	鼓 + 鍾 + 將 + 將	208.1.a	將	0 0 0 1047	a
4184	4390	208	鼓鍾	208.1	2	淮水湯a湯	淮 + 水 + 湯 + 湯	淮 + 水 + 湯 + 湯	208.1.a	湯	0 0 0 1047	a
4185	4391	208	鼓鍾	208.1	3	憂心且a傷	憂 + 心 + 且 + 傷	憂 + 心 + 且 + 傷	208.1.a	傷	0 0 0 1047	a
4187	4393	208	鼓鍾	208.1	5	懷允不a忘	懷 + 允 + 不 + 忘	懷 + 允 + 不 + 忘	208.1.a	忘	0 0 0 1047	a
4209	4418	209	楚茨	209.1	7	我倉既盈	我 + 倉 + 既 + 盈	我 + 倉 + 既 + 盈		盈	0 0 0 0	e
4216	4426	209	楚茨	209.2	3	絜爾牛a羊	絜 + 爾 + 牛 + 羊	絜 + 爾 + 牛 + 羊	209.2.a	羊	0 0 0 1052	a
4217	4427	209	楚茨	209.2	4	以往烝a嘗	以 + 往 + 烝 + 嘗	以 + 往 + 烝 + 嘗	209.2.a	嘗	0 0 0 1052	a
4218	4428	209	楚茨	209.2	5	或剝或a亨	或 + 剝 + 或 + 亨	或 + 剝 + 或 + 亨	209.2.a	亨	0 0 0 1052	a
4219	4429	209	楚茨	209.2	6	或肆或a將	或 + 肆 + 或 + 將	或 + 肆 + 或 + 將	209.2.a	將	0 0 0 1052	a
4220	4430	209	楚茨	209.2	7	祝祭于a祊	祝 + 祭 + 于 + 祊	祝 + 祭 + 于 + 祊	209.2.a	祊	0 0 0 1052	a
4221	4431	209	楚茨	209.2	8	祀事孔a明	祀 + 事 + 孔 + 明	祀 + 事 + 孔 + 明	209.2.a	明	0 0 0 1052	a
4222	4432	209	楚茨	209.2	9	先祖是a皇	先 + 祖 + 是 + 皇	先 + 祖 + 是 + 皇	209.2.a	皇	0 0 0 1052	a
4223	4433	209	楚茨	209.2	10	神保是a饗	神 + 保 + 是 + 饗	神 + 保 + 是 + 饗	209.2.a	饗	0 0 0 1052	a
4224	4434	209	楚茨	209.2	11	孝孫有a慶	孝 + 孫 + 有 + 慶	孝 + 孫 + 有 + 慶	209.2.a	慶	0 0 0 1052	a
4226	4436	209	楚茨	209.2	13	萬壽無a疆	萬 + 壽 + 無 + 疆	萬 + 壽 + 無 + 疆	209.2.a	疆	0 0 0 1052	a
4265	4477	209	楚茨	209.6	3	爾殽既b將	爾 + 殽 + 既 + 將	爾 + 殽 + 既 + 將	209.6.b	將	0 0 0 1060	a
4266	4478	209	楚茨	209.6	4	莫怨具b慶	莫 + 怨 + 具 + 慶	莫 + 怨 + 具 + 慶	209.6.b	慶	0 0 0 1060	a
4276	4488	210	信南山	210.1	2	維禹a甸之	維 + 禹 + 甸 + 之	維 + 禹 + 甸 + 之	210.1.a	甸	0 0 1063 0	i
4278	4490	210	信南山	210.1	4	曾孫a田之	曾 + 孫 + 田 + 之	曾 + 孫 + 田 + 之	210.1.a	田	0 0 1063 0	i
4292	4507	210	信南山	210.3	8	壽考萬b年	壽 + 考 + 萬 + 年	壽 + 考 + 萬 + 年	210.3.b	年	0 0 0 1068	i
4305	4520	210	信南山	210.6	1	是烝是a享	是 + 烝 + 是 + 享	是 + 烝 + 是 + 享	210.6.a	享	0 0 0 1072	a
4307	4522	210	信南山	210.6	3	祀事孔a明	祀 + 事 + 孔 + 明	祀 + 事 + 孔 + 明	210.6.a	明	0 0 0 1072	a
4308	4523	210	信南山	210.6	4	先祖是a皇	先 + 祖 + 是 + 皇	先 + 祖 + 是 + 皇	210.6.a	皇	0 0 0 1072	a
4310	4525	210	信南山	210.6	6	萬壽無a疆	萬 + 壽 + 無 + 疆	萬 + 壽 + 無 + 疆	210.6.a	疆	0 0 0 1072	a
4311	4526	211	甫田	211.1	1	倬彼甫a田	倬 + 彼 + 甫 + 田	倬 + 彼 + 甫 + 田	211.1.a	田	0 0 0 1073	i
4312	4527	211	甫田	211.1	2	歲取十a千	歲 + 取 + 十 + 千	歲 + 取 + 十 + 千	211.1.a	千	0 0 0 1073	i
4314	4529	211	甫田	211.1	4	食我農a人	食 + 我 + 農 + 人	食 + 我 + 農 + 人	211.1.a	人	0 0 0 1073	i
4315	4530	211	甫田	211.1	5	自古有a年	自 + 古 + 有 + 年	自 + 古 + 有 + 年	211.1.a	年	0 0 0 1073	i
4321	4537	211	甫田	211.2	1	以我齊a明	以 + 我 + 齊 + 明	以 + 我 + 齊 + 明	211.2.a	明	0 0 0 1075	a
4322	4538	211	甫田	211.2	2	與我犧a羊	與 + 我 + 犧 + 羊	與 + 我 + 犧 + 羊	211.2.a	羊	0 0 0 1075	a
4323	4539	211	甫田	211.2	3	以社以a方	以 + 社 + 以 + 方	以 + 社 + 以 + 方	211.2.a	方	0 0 0 1075	a
4324	4540	211	甫田	211.2	4	我田既a臧	我 + 田 + 既 + 臧	我 + 田 + 既 + 臧	211.2.a	臧	0 0 0 1075	a
4325	4541	211	甫田	211.2	5	農夫之a慶	農 + 夫 + 之 + 慶	農 + 夫 + 之 + 慶	211.2.a	慶	0 0 0 1075	a
4342	4558	211	甫田	211.4	2	如茨如a粱	如 + 茨 + 如 + 粱	如 + 茨 + 如 + 粱	211.4.a	粱	0 0 0 1078	a
4344	4560	211	甫田	211.4	4	如坻如a京	如 + 坻 + 如 + 京	如 + 坻 + 如 + 京	211.4.a	京	0 0 0 1078	a
4345	4561	211	甫田	211.4	5	乃求千斯a倉	乃 + 求 + 千 + 斯 + 倉	乃 + 求 + 千 + 斯 + 倉	211.4.a	倉	0 0 0 0 1078	a
4346	4562	211	甫田	211.4	6	乃求萬斯a箱	乃 + 求 + 萬 + 斯 + 箱	乃 + 求 + 萬 + 斯 + 箱	211.4.a	箱	0 0 0 0 1078	a
4347	4563	211	甫田	211.4	7	黍稷稻a梁	黍 + 稷 + 稻 + 梁	黍 + 稷 + 稻 + 梁	211.4.a	梁	0 0 0 1078	a
4348	4564	211	甫田	211.4	8	農夫之a慶	農 + 夫 + 之 + 慶	農 + 夫 + 之 + 慶	211.4.a	慶	0 0 0 1078	a
4350	4566	211	甫田	211.4	10	萬壽無a疆	萬 + 壽 + 無 + 疆	萬 + 壽 + 無 + 疆	211.4.a	疆	0 0 0 1078	a
4369	4586	212	大田	212.3	4	雨我公田	雨 + 我 + 公 + 田	雨 + 我 + 公 + 田		田	0 0 0 0	i
4373	4590	212	大田	212.3	8	彼有遺秉	彼 + 有 + 遺 + 秉	彼 + 有 + 遺 + 秉		秉	0 0 0 0	a
4395	4612	213	瞻彼洛矣	213.2	5	君子萬年	君 + 子 + 萬 + 年	君 + 子 + 萬 + 年		年	0 0 0 0	i
4400	4617	213	瞻彼洛矣	213.3	4	福祿既a同	福 + 祿 + 既 + 同	福 + 祿 + 既 + 同	213.3.a	同	0 0 0 1091	o
4401	4618	213	瞻彼洛矣	213.3	5	君子萬年	君 + 子 + 萬 + 年	君 + 子 + 萬 + 年		年	0 0 0 0	i
4402	4619	213	瞻彼洛矣	213.3	6	保其家a邦	保 + 其 + 家 + 邦	保 + 其 + 家 + 邦	213.3.a	邦	0 0 0 1091	o
4409	4627	214	裳裳者華	214.2	2	芸其a黃矣	芸 + 其 + 黃 + 矣	芸 + 其 + 黃 + 矣	214.2.a	黃	0 0 1093 0	a
4411	4629	214	裳裳者華	214.2	4	維其有a章矣	維 + 其 + 有 + 章 + 矣	維 + 其 + 有 + 章 + 矣	214.2.a	章	0 0 0 1093 0	a
4412	4631	214	裳裳者華	214.2	6	是以有a慶矣	是 + 以 + 有 + 慶 + 矣	是 + 以 + 有 + 慶 + 矣	214.2.a	慶	0 0 0 1093 0	a
4429	4649	215	桑扈	215.2	2	有鶯其b領	有 + 鶯 + 其 + 領	有 + 鶯 + 其 + 領	215.2.b	領	0 0 0 1099	e
4431	4651	215	桑扈	215.2	4	萬邦之b屏	萬 + 邦 + 之 + 屏	萬 + 邦 + 之 + 屏	215.2.b	屏	0 0 0 1099	e
4442	4662	216	鴛鴦	216.1	3	君子萬年	君 + 子 + 萬 + 年	君 + 子 + 萬 + 年		年	0 0 0 0	i
4444	4664	216	鴛鴦	216.2	1	鴛鴦在梁	鴛 + 鴦 + 在 + 梁	鴛 + 鴦 + 在 + 梁		梁	0 0 0 0	a
4446	4666	216	鴛鴦	216.2	3	君子萬年	君 + 子 + 萬 + 年	君 + 子 + 萬 + 年		年	0 0 0 0	i
4450	4670	216	鴛鴦	216.3	3	君子萬年	君 + 子 + 萬 + 年	君 + 子 + 萬 + 年		年	0 0 0 0	i
4454	4674	216	鴛鴦	216.4	3	君子萬年	君 + 子 + 萬 + 年	君 + 子 + 萬 + 年		年	0 0 0 0	i
4460	4680	217	頍弁	217.1	5	豈伊異人	豈 + 伊 + 異 + 人	豈 + 伊 + 異 + 人		人	0 0 0 0	i
4472	4693	217	頍弁	217.2	5	豈伊異人	豈 + 伊 + 異 + 人	豈 + 伊 + 異 + 人		人	0 0 0 0	i
4475	4696	217	頍弁	217.2	8	施于松b上	施 + 于 + 松 + 上	施 + 于 + 松 + 上	217.2.b	上	0 0 0 1109	a
4479	4700	217	頍弁	217.2	12	庶幾有b臧	庶 + 幾 + 有 + 臧	庶 + 幾 + 有 + 臧	217.2.b	臧	0 0 0 1109	a
4484	4705	217	頍弁	217.3	5	豈伊異人	豈 + 伊 + 異 + 人	豈 + 伊 + 異 + 人		人	0 0 0 0	i
4515	4737	218	車舝	218.5	1	高山a仰止	高 + 山 + 仰 + 止	高 + 山 + 仰 + 止	218.5.a	仰	0 0 1118 0	a
4516	4738	218	車舝	218.5	2	景a行a行止	景 + 行 + 行 + 止	景 + 行 + 行 + 止	218.5.a	行	0 1118 1118 0	a
4521	4744	219	青蠅	219.1	1	營營青蠅	營 + 營 + 青 + 蠅	營 + 營 + 青 + 蠅		蠅	0 0 0 0	ə
4525	4748	219	青蠅	219.2	1	營營青蠅	營 + 營 + 青 + 蠅	營 + 營 + 青 + 蠅		蠅	0 0 0 0	ə
4529	4752	219	青蠅	219.3	1	營營青蠅	營 + 營 + 青 + 蠅	營 + 營 + 青 + 蠅		蠅	0 0 0 0	ə
4532	4755	219	青蠅	219.3	4	構我二a人	構 + 我 + 二 + 人	構 + 我 + 二 + 人	219.3.a	人	0 0 0 1122	i
4541	4765	220	賓之初筵	220.1	10	大侯既d抗	大 + 侯 + 既 + 抗	大 + 侯 + 既 + 抗	220.1.d	抗	0 0 0 1126	a
4542	4766	220	賓之初筵	220.1	11	弓矢斯d張	弓 + 矢 + 斯 + 張	弓 + 矢 + 斯 + 張	220.1.d	張	0 0 0 1126	a
4543	4767	220	賓之初筵	220.1	12	射夫既e同	射 + 夫 + 既 + 同	射 + 夫 + 既 + 同	220.1.e	同	0 0 0 1127	o
4544	4768	220	賓之初筵	220.1	13	獻爾發e功	獻 + 爾 + 發 + 功	獻 + 爾 + 發 + 功	220.1.e	功	0 0 0 1127	o
4562	4787	220	賓之初筵	220.3	2	溫溫其恭	溫 + 溫 + 其 + 恭	溫 + 溫 + 其 + 恭		恭	0 0 0 0	o
4593	4826	220	賓之初筵	220.5	5	彼醉不臧	彼 + 醉 + 不 + 臧	彼 + 醉 + 不 + 臧		臧	0 0 0 0	a
4636	4871	222	采菽	222.3	6	天子b命之	天 + 子 + 命 + 之	天 + 子 + 命 + 之	222.3.b	命	0 0 1151 0	i
4642	4878	222	采菽	222.4	5	殿天子之a邦	殿 + 天 + 子 + 之 + 邦	殿 + 天 + 子 + 之 + 邦	222.4.a	邦	0 0 0 0 1152	o
4644	4880	222	采菽	222.4	7	萬福攸a同	萬 + 福 + 攸 + 同	萬 + 福 + 攸 + 同	222.4.a	同	0 0 0 1152	o
4646	4882	222	采菽	222.4	9	亦是率a從	亦 + 是 + 率 + 從	亦 + 是 + 率 + 從	222.4.a	從	0 0 0 1152	o
4655	4891	223	角弓	223.1	1	騂騂角弓	騂 + 騂 + 角 + 弓	騂 + 騂 + 角 + 弓		弓	0 0 0 0	ə
4667	4903	223	角弓	223.4	1	民之無a良	民 + 之 + 無 + 良	民 + 之 + 無 + 良	223.4.a	良	0 0 0 1158	a
4668	4904	223	角弓	223.4	2	相怨一a方	相 + 怨 + 一 + 方	相 + 怨 + 一 + 方	223.4.a	方	0 0 0 1158	a
4669	4905	223	角弓	223.4	3	受爵不a?b讓	受 + 爵 + 不 + 讓	受 + 爵 + 不 + 讓	223.4.a	讓	0 0 0 0	a
4670	4906	223	角弓	223.4	4	至于已斯a?b亡	至 + 于 + 已 + 斯 + 亡	至 + 于 + 已 + 斯 + 亡	223.4.a	亡	0 0 0 0 0	a
4704	4942	224	菀柳	224.3	6	居以凶a?x矜	居 + 以 + 凶 + 矜	居 + 以 + 凶 + 矜	224.3.a	矜	0 0 0 0	i
4706	4944	225	都人士	225.1	2	狐裘a黃a黃	狐 + 裘 + 黃 + 黃	狐 + 裘 + 黃 + 黃	225.1.a	黃	0 0 1168 1168	a
4708	4947	225	都人士	225.1	5	出言有a章	出 + 言 + 有 + 章	出 + 言 + 有 + 章	225.1.a	章	0 0 0 1168	a
4710	4949	225	都人士	225.1	7	萬民所a望	萬 + 民 + 所 + 望	萬 + 民 + 所 + 望	225.1.a	望	0 0 0 1168	a
4744	4983	226	采綠	226.3	2	言韔其a弓	言 + 韔 + 其 + 弓	言 + 韔 + 其 + 弓	226.3.a	弓	0 0 0 1175	ə
4746	4985	226	采綠	226.3	4	言綸之a繩	言 + 綸 + 之 + 繩	言 + 綸 + 之 + 繩	226.3.a	繩	0 0 0 1175	ə
4752	4992	227	黍苗	227.1	3	悠悠南行	悠 + 悠 + 南 + 行	悠 + 悠 + 南 + 行		行	0 0 0 0	a
4762	5002	227	黍苗	227.4	1	肅肅謝功	肅 + 肅 + 謝 + 功	肅 + 肅 + 謝 + 功		功	0 0 0 0	o
4763	5003	227	黍苗	227.4	2	召伯a營之	召 + 伯 + 營 + 之	召 + 伯 + 營 + 之	227.4.a	營	0 0 1180 0	e
4765	5005	227	黍苗	227.4	4	召伯a成之	召 + 伯 + 成 + 之	召 + 伯 + 成 + 之	227.4.a	成	0 0 1180 0	e
4766	5006	227	黍苗	227.5	1	原隰既a平	原 + 隰 + 既 + 平	原 + 隰 + 既 + 平	227.5.a	平	0 0 0 1181	e
4767	5007	227	黍苗	227.5	2	泉流既a清	泉 + 流 + 既 + 清	泉 + 流 + 既 + 清	227.5.a	清	0 0 0 1181	e
4768	5008	227	黍苗	227.5	3	召伯有a成	召 + 伯 + 有 + 成	召 + 伯 + 有 + 成	227.5.a	成	0 0 0 1181	e
4769	5009	227	黍苗	227.5	4	王心則a寧	王 + 心 + 則 + 寧	王 + 心 + 則 + 寧	227.5.a	寧	0 0 0 1181	e
4784	5024	228	隰桑	228.4	3	中心b藏之	中 + 心 + 藏 + 之	中 + 心 + 藏 + 之	228.4.b	藏	0 0 1186 0	a
4785	5025	228	隰桑	228.4	4	何日b忘之	何 + 日 + 忘 + 之	何 + 日 + 忘 + 之	228.4.b	忘	0 0 1186 0	a
4795	5035	229	白華	229.3	2	浸彼稻a田	浸 + 彼 + 稻 + 田	浸 + 彼 + 稻 + 田	229.3.a	田	0 0 0 1190	i
4797	5037	229	白華	229.3	4	念彼碩a人	念 + 彼 + 碩 + 人	念 + 彼 + 碩 + 人	229.3.a	人	0 0 0 1190	i
4800	5040	229	白華	229.4	3	維彼碩a人	維 + 彼 + 碩 + 人	維 + 彼 + 碩 + 人	229.4.a	人	0 0 0 1191	i
4802	5042	229	白華	229.5	1	鼓鍾于宮	鼓 + 鍾 + 于 + 宮	鼓 + 鍾 + 于 + 宮		宮	0 0 0 0	u
4806	5047	229	白華	229.6	1	有鶖在梁	有 + 鶖 + 在 + 梁	有 + 鶖 + 在 + 梁		梁	0 0 0 0	a
4808	5049	229	白華	229.6	3	維彼碩人	維 + 彼 + 碩 + 人	維 + 彼 + 碩 + 人		人	0 0 0 0	i
4810	5051	229	白華	229.7	1	鴛鴦在a梁	鴛 + 鴦 + 在 + 梁	鴛 + 鴦 + 在 + 梁	229.7.a	梁	0 0 0 1195	a
4812	5053	229	白華	229.7	3	之子無a良	之 + 子 + 無 + 良	之 + 子 + 無 + 良	229.7.a	良	0 0 0 1195	a
4828	5069	230	綿蠻	230.2	3	豈敢憚行	豈 + 敢 + 憚 + 行	豈 + 敢 + 憚 + 行		行	0 0 0 0	a
4836	5077	230	綿蠻	230.3	3	豈敢憚行	豈 + 敢 + 憚 + 行	豈 + 敢 + 憚 + 行		行	0 0 0 0	a
4843	5084	231	瓠葉	231.1	2	采之a亨之	采 + 之 + 亨 + 之	采 + 之 + 亨 + 之	231.1.a	亨	0 0 1204 0	a
4845	5086	231	瓠葉	231.1	4	酌言a嘗之	酌 + 言 + 嘗 + 之	酌 + 言 + 嘗 + 之	231.1.a	嘗	0 0 1204 0	a
4862	5103	232	漸漸之石	232.1	5	武人東征	武 + 人 + 東 + 征	武 + 人 + 東 + 征		征	0 0 0 0	e
4868	5109	232	漸漸之石	232.2	5	武人東征	武 + 人 + 東 + 征	武 + 人 + 東 + 征		征	0 0 0 0	e
4874	5115	232	漸漸之石	232.3	5	武人東征	武 + 人 + 東 + 征	武 + 人 + 東 + 征		征	0 0 0 0	e
4877	5118	233	苕之華	233.1	2	芸其a黃矣	芸 + 其 + 黃 + 矣	芸 + 其 + 黃 + 矣	233.1.a	黃	0 0 1214 0	a
4879	5120	233	苕之華	233.1	4	維其a傷矣	維 + 其 + 傷 + 矣	維 + 其 + 傷 + 矣	233.1.a	傷	0 0 1214 0	a
4881	5122	233	苕之華	233.2	2	其葉a青a青	其 + 葉 + 青 + 青	其 + 葉 + 青 + 青	233.2.a	青	0 0 1215 1215	e
4883	5125	233	苕之華	233.2	5	不如無a生	不 + 如 + 無 + 生	不 + 如 + 無 + 生	233.2.a	生	0 0 0 1215	e
4888	5130	234	何草不黃	234.1	1	何草不a黃	何 + 草 + 不 + 黃	何 + 草 + 不 + 黃	234.1.a	黃	0 0 0 1217	a
4889	5131	234	何草不黃	234.1	2	何日不a行	何 + 日 + 不 + 行	何 + 日 + 不 + 行	234.1.a	行	0 0 0 1217	a
4890	5132	234	何草不黃	234.1	3	何人不a將	何 + 人 + 不 + 將	何 + 人 + 不 + 將	234.1.a	將	0 0 0 1217	a
4891	5133	234	何草不黃	234.1	4	經營四a方	經 + 營 + 四 + 方	經 + 營 + 四 + 方	234.1.a	方	0 0 0 1217	a
4893	5135	234	何草不黃	234.2	2	何人不a矜	何 + 人 + 不 + 矜	何 + 人 + 不 + 矜	234.2.a	矜	0 0 0 1218	i
4895	5137	234	何草不黃	234.2	4	獨為匪a民	獨 + 為 + 匪 + 民	獨 + 為 + 匪 + 民	234.2.a	民	0 0 0 1218	i
4904	5146	235	文王	235.1	1	文王在上	文 + 王 + 在 + 上	文 + 王 + 在 + 上		上	0 0 0 0	a
4906	5148	235	文王	235.1	3	周雖舊邦	周 + 雖 + 舊 + 邦	周 + 雖 + 舊 + 邦		邦	0 0 0 0	o
4910	5152	235	文王	235.1	7	文王陟降	文 + 王 + 陟 + 降	文 + 王 + 陟 + 降		降	0 0 0 0	u
4912	5154	235	文王	235.2	1	亹亹文王	亹 + 亹 + 文 + 王	亹 + 亹 + 文 + 王		王	0 0 0 0	a
4924	5167	235	文王	235.3	6	王國克b生	王 + 國 + 克 + 生	王 + 國 + 克 + 生	235.3.b	生	0 0 0 1227	e
4927	5170	235	文王	235.3	9	文王以b寧	文 + 王 + 以 + 寧	文 + 王 + 以 + 寧	235.3.b	寧	0 0 0 1227	e
4928	5171	235	文王	235.4	1	穆穆文王	穆 + 穆 + 文 + 王	穆 + 穆 + 文 + 王		王	0 0 0 0	a
4930	5173	235	文王	235.4	3	假哉天命	假 + 哉 + 天 + 命	假 + 哉 + 天 + 命		命	0 0 0 0	i
4934	5177	235	文王	235.4	7	上帝既命	上 + 帝 + 既 + 命	上 + 帝 + 既 + 命		命	0 0 0 0	i
4937	5180	235	文王	235.5	2	天命靡a常	天 + 命 + 靡 + 常	天 + 命 + 靡 + 常	235.5.a	常	0 0 0 1230	a
4939	5182	235	文王	235.5	4	祼將于a京	祼 + 將 + 于 + 京	祼 + 將 + 于 + 京	235.5.a	京	0 0 0 1230	a
4940	5183	235	文王	235.5	5	厥作祼將	厥 + 作 + 祼 + 將	厥 + 作 + 祼 + 將		將	0 0 0 0	a
4942	5185	235	文王	235.5	7	王之藎臣	王 + 之 + 藎 + 臣	王 + 之 + 藎 + 臣		臣	0 0 0 0	i
4946	5189	235	文王	235.6	3	永言配命	永 + 言 + 配 + 命	永 + 言 + 配 + 命		命	0 0 0 0	i
4953	5196	235	文王	235.7	2	無遏爾a躬	無 + 遏 + 爾 + 躬	無 + 遏 + 爾 + 躬	235.7.a	躬	0 0 0 1234	u
4958	5201	235	文王	235.7	7	儀刑文王	儀 + 刑 + 文 + 王	儀 + 刑 + 文 + 王		王	0 0 0 0	a
4961	5204	236	大明	236.1	2	赫赫在a上	赫 + 赫 + 在 + 上	赫 + 赫 + 在 + 上	236.1.a	上	0 0 0 1235	a
4963	5206	236	大明	236.1	4	不易維a王	不 + 易 + 維 + 王	不 + 易 + 維 + 王	236.1.a	王	0 0 0 1235	a
4965	5208	236	大明	236.1	6	使不挾四a方	使 + 不 + 挾 + 四 + 方	使 + 不 + 挾 + 四 + 方	236.1.a	方	0 0 0 0 1235	a
4967	5210	236	大明	236.2	2	自彼殷a商	自 + 彼 + 殷 + 商	自 + 彼 + 殷 + 商	236.2.a	商	0 0 0 1236	a
4969	5212	236	大明	236.2	4	曰嬪于a京	曰 + 嬪 + 于 + 京	曰 + 嬪 + 于 + 京	236.2.a	京	0 0 0 1236	a
4971	5214	236	大明	236.2	6	維德之a行	維 + 德 + 之 + 行	維 + 德 + 之 + 行	236.2.a	行	0 0 0 1236	a
4972	5215	236	大明	236.2	7	大任有身	大 + 任 + 有 + 身	大 + 任 + 有 + 身		身	0 0 0 0	i
4973	5216	236	大明	236.2	8	生此文a王	生 + 此 + 文 + 王	生 + 此 + 文 + 王	236.2.a	王	0 0 0 1236	a
4974	5217	236	大明	236.3	1	維此文王	維 + 此 + 文 + 王	維 + 此 + 文 + 王		王	0 0 0 0	a
4984	5227	236	大明	236.4	5	在洽之陽	在 + 洽 + 之 + 陽	在 + 洽 + 之 + 陽		陽	0 0 0 0	a
4990	5233	236	大明	236.5	3	文定厥祥	文 + 定 + 厥 + 祥	文 + 定 + 厥 + 祥		祥	0 0 0 0	a
4992	5235	236	大明	236.5	5	造舟為b梁	造 + 舟 + 為 + 梁	造 + 舟 + 為 + 梁	236.5.b	梁	0 0 0 1241	a
4993	5236	236	大明	236.5	6	不顧其b光	不 + 顧 + 其 + 光	不 + 顧 + 其 + 光	236.5.b	光	0 0 0 1241	a
4995	5238	236	大明	236.6	2	命此文b王	命 + 此 + 文 + 王	命 + 此 + 文 + 王	236.6.b	王	0 0 0 1243	a
4996	5239	236	大明	236.6	3	于周于b京	于 + 周 + 于 + 京	于 + 周 + 于 + 京	236.6.b	京	0 0 0 1243	a
4998	5241	236	大明	236.6	5	長子維b行	長 + 子 + 維 + 行	長 + 子 + 維 + 行	236.6.b	行	0 0 0 1243	a
4999	5242	236	大明	236.6	6	篤生武b王	篤 + 生 + 武 + 王	篤 + 生 + 武 + 王	236.6.b	王	0 0 0 1243	a
5001	5244	236	大明	236.6	8	燮伐大b商	燮 + 伐 + 大 + 商	燮 + 伐 + 大 + 商	236.6.b	商	0 0 0 1243	a
5005	5248	236	大明	236.7	4	維予侯b興	維 + 予 + 侯 + 興	維 + 予 + 侯 + 興	236.7.b	興	0 0 0 1245	ə
5008	5251	236	大明	236.8	1	牧野洋a洋	牧 + 野 + 洋 + 洋	牧 + 野 + 洋 + 洋	236.8.a	洋	0 0 0 1246	a
5009	5252	236	大明	236.8	2	檀車煌a煌	檀 + 車 + 煌 + 煌	檀 + 車 + 煌 + 煌	236.8.a	煌	0 0 0 1246	a
5010	5253	236	大明	236.8	3	駟騵a彭a彭	駟 + 騵 + 彭 + 彭	駟 + 騵 + 彭 + 彭	236.8.a	彭	0 0 1246 1246	a
5012	5256	236	大明	236.8	6	時維鷹a揚	時 + 維 + 鷹 + 揚	時 + 維 + 鷹 + 揚	236.8.a	揚	0 0 0 1246	a
5013	5257	236	大明	236.8	7	涼彼武a王	涼 + 彼 + 武 + 王	涼 + 彼 + 武 + 王	236.8.a	王	0 0 0 1246	a
5014	5258	236	大明	236.8	8	肆伐大a商	肆 + 伐 + 大 + 商	肆 + 伐 + 大 + 商	236.8.a	商	0 0 0 1246	a
5015	5259	236	大明	236.8	9	會朝清a明	會 + 朝 + 清 + 明	會 + 朝 + 清 + 明	236.8.a	明	0 0 0 1246	a
5017	5261	237	綿	237.1	2	民之初生	民 + 之 + 初 + 生	民 + 之 + 初 + 生		生	0 0 0 0	e
5038	5282	237	綿	237.4	5	自西徂東	自 + 西 + 徂 + 東	自 + 西 + 徂 + 東		東	0 0 0 0	o
5040	5284	237	綿	237.5	1	乃召司空	乃 + 召 + 司 + 空	乃 + 召 + 司 + 空		空	0 0 0 0	o
5047	5292	237	綿	237.6	2	度之薨a薨	度 + 之 + 薨 + 薨	度 + 之 + 薨 + 薨	237.6.a	薨	0 0 0 1253	ə
5048	5293	237	綿	237.6	3	築之a登a登	築 + 之 + 登 + 登	築 + 之 + 登 + 登	237.6.a	登	0 0 1253 1253	ə
5049	5295	237	綿	237.6	5	削屢a馮a馮	削 + 屢 + 馮 + 馮	削 + 屢 + 馮 + 馮	237.6.a	馮	0 0 1253 1253	ə
5050	5297	237	綿	237.6	7	百堵皆a興	百 + 堵 + 皆 + 興	百 + 堵 + 皆 + 興	237.6.a	興	0 0 0 1253	ə
5051	5298	237	綿	237.6	8	鼛鼓弗a勝	鼛 + 鼓 + 弗 + 勝	鼛 + 鼓 + 弗 + 勝	237.6.a	勝	0 0 0 1253	ə
5055	5302	237	綿	237.7	4	應門將a將	應 + 門 + 將 + 將	應 + 門 + 將 + 將	237.7.a	將	0 0 0 1254	a
5057	5304	237	綿	237.7	6	戎醜攸a行	戎 + 醜 + 攸 + 行	戎 + 醜 + 攸 + 行	237.7.a	行	0 0 0 1254	a
